Order ID,Product_Category,Shipping_Mode,Order Value,Package_Weight_Kg,Warehouse Distance Km,Items in Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic Index,Delivery_Time_Hours
ORD-11215,Sports & Outdoors,Standard,163.04,8.4,149,1,9.3,1.26,1.09,14.4
ORD-11216,Home & Kitchen,Express,357.87,6.3,267,2,5.5,0.92,1.68,12.4
ORD-11217,Office Supplies,Economy,62.22,3.3,774,3,22.7,1.33,1.17,70.9
ORD-11218,Books,Standard,33.23,2.6,416,4,5.9,0.99,1.76,24.0
ORD-11219,Apparel,Express,110.6,0.3,480,5,3.0,1.4,1.25,17.0
ORD-11220,Toys & Games,Standard,97.83,3.4,594,6,11.7,1.06,1.84,40.7
ORD-11221,Health & Beauty,Standard,90.86,0.6,683,1,14.6,0.72,1.33,31.0
ORD-11222,Electronics,Express,251.61,3.9,73,2,4.6,1.13,1.92,7.2
ORD-11223,Sports & Outdoors,Standard,107.56,4.6,861,3,8.3,0.79,1.41,32.3
ORD-11224,Home & Kitchen,Standard,205.75,2.7,950,4,11.2,1.2,0.9,36.9
ORD-11225,Office Supplies,Express,39.54,3.3,286,5,2.1,0.86,1.49,8.2
ORD-11226,Books,Standard,55.59,0.5,78,6,4.9,1.27,0.98,7.3
ORD-11227,Apparel,Standard,94.84,0.3,167,1,7.8,0.93,1.57,13.9
ORD-11228,Toys & Games,Express,63.67,1.1,499,2,3.7,1.34,1.06,15.5
ORD-11229,Health & Beauty,Standard,53.9,0.8,345,3,13.6,1.0,1.65,27.8
ORD-11230,Electronics,Same Day,277.17,5.5,27,4,1.3,1.41,1.14,2.7
ORD-11231,Sports & Outdoors,Economy,51.08,9.8,916,5,10.1,1.07,1.73,77.9
ORD-11232,Home & Kitchen,Standard,53.63,10.1,612,6,10.2,0.73,1.22,23.8
ORD-11233,Office Supplies,Express,16.86,3.3,234,1,5.0,1.14,1.81,13.0
ORD-11234,Books,Economy,12.95,0.9,1225,2,21.2,0.8,1.3,72.2
ORD-11235,Apparel,Standard,78.08,0.3,879,3,6.8,1.21,1.89,57.1
ORD-11236,Toys & Games,Express,29.51,2.3,447,4,2.5,0.87,1.38,11.4
ORD-11237,Health & Beauty,Economy,111.94,1.0,234,5,16.2,1.28,0.87,26.6
ORD-11238,Electronics,Standard,303.73,1.1,96,6,15.5,0.94,1.46,18.8
ORD-11239,Sports & Outdoors,Express,235.6,6.0,40,1,4.1,1.35,0.95,5.0
ORD-11240,Home & Kitchen,Standard,221.51,6.5,274,2,9.2,1.01,1.54,19.9
ORD-11241,Office Supplies,Standard,78.18,3.3,363,3,12.1,1.42,1.03,25.4
ORD-11242,Books,Express,34.31,1.3,253,4,1.6,1.08,1.62,9.0
ORD-11243,Apparel,Standard,62.32,0.3,541,5,5.8,0.74,1.11,16.9
ORD-11244,Toys & Games,Standard,105.35,3.5,630,6,8.7,1.15,1.7,39.5
ORD-11245,Health & Beauty,Express,74.98,1.2,466,1,3.2,0.81,1.19,10.7
ORD-11246,Electronics,Standard,329.29,2.7,808,2,14.5,1.22,1.78,58.4
ORD-11247,Sports & Outdoors,Standard,179.12,2.2,897,3,5.3,0.88,1.27,30.4
ORD-11248,Home & Kitchen,Express,69.39,2.9,59,4,4.8,1.29,1.86,7.2
ORD-11249,Office Supplies,Standard,55.5,3.3,1075,5,11.1,0.95,1.35,45.6
ORD-11250,Books,Same Day,56.67,1.7,47,6,1.7,1.36,1.94,5.8
ORD-11251,Apparel,Economy,46.56,0.3,376,1,19.7,1.02,1.43,41.6
ORD-11252,Toys & Games,Standard,71.19,1.2,292,2,7.7,1.43,0.92,17.3
ORD-11253,Health & Beauty,Express,37.02,1.4,414,3,2.0,1.09,1.51,13.4
ORD-11254,Electronics,Economy,355.85,4.3,685,4,14.7,0.75,1.0,35.3
ORD-11255,Sports & Outdoors,Standard,123.64,7.4,559,5,4.3,1.16,1.59,30.1
ORD-11256,Home & Kitchen,Express,237.27,10.3,627,6,3.6,0.82,1.08,12.9
ORD-11257,Office Supplies,Economy,32.82,3.3,994,1,9.7,1.23,1.67,91.4
ORD-11258,Books,Standard,13.03,2.1,826,2,13.0,0.89,1.16,34.3
ORD-11259,Apparel,Express,30.8,0.3,220,3,5.2,1.3,1.75,13.5
ORD-11260,Toys & Games,Standard,37.03,2.4,1004,4,6.7,0.96,1.24,36.6
ORD-11261,Health & Beauty,Standard,95.06,1.6,1093,5,9.6,1.37,1.83,78.1
ORD-11262,Electronics,Express,381.41,5.9,433,6,2.7,1.03,1.32,12.5
ORD-11263,Sports & Outdoors,Standard,67.16,3.6,221,1,15.4,1.44,1.91,30.6
ORD-11264,Home & Kitchen,Standard,85.15,6.7,310,2,6.2,1.1,1.4,18.1
ORD-11265,Office Supplies,Express,94.14,3.3,646,3,4.3,0.76,0.89,11.6
ORD-11266,Books,Standard,35.39,2.5,488,4,12.0,1.17,1.48,33.1
ORD-11267,Apparel,Standard,194.04,0.3,577,5,14.9,0.83,0.97,26.5
ORD-11268,Toys & Games,Express,113.87,3.6,239,6,1.8,1.24,1.56,9.5
ORD-11269,Health & Beauty,Standard,58.1,1.8,755,1,8.6,0.9,1.05,26.4
ORD-11270,Electronics,Same Day,407.97,1.5,19,2,2.1,1.31,1.64,3.5
ORD-11271,Sports & Outdoors,Economy,251.68,8.8,1136,3,13.2,0.97,1.13,63.0
ORD-11272,Home & Kitchen,Standard,253.03,3.1,1022,4,5.2,1.38,1.72,65.8
ORD-11273,Office Supplies,Express,71.46,3.3,594,5,3.1,1.04,1.21,15.6
ORD-11274,Books,Economy,57.75,0.4,145,6,8.2,0.7,1.8,15.5
ORD-11275,Apparel,Standard,178.28,0.3,239,1,13.9,1.11,1.29,22.5
ORD-11276,Toys & Games,Express,79.71,1.3,187,2,4.7,0.77,1.88,9.2
ORD-11277,Health & Beauty,Economy,21.14,0.2,454,3,19.3,1.18,1.37,48.7
ORD-11278,Electronics,Standard,433.53,3.1,506,4,10.5,0.84,0.86,19.6
ORD-11279,Sports & Outdoors,Express,195.2,5.0,400,5,2.2,1.25,1.45,14.3
ORD-11280,Home & Kitchen,Standard,101.91,10.5,684,6,4.2,0.91,0.94,18.8
ORD-11281,Office Supplies,Standard,48.78,3.3,773,1,7.1,1.32,1.53,46.1
ORD-11282,Books,Express,14.11,0.8,613,2,3.8,0.98,1.02,14.0
ORD-11283,Apparel,Standard,162.52,0.3,951,3,12.9,1.39,1.61,66.1
ORD-11284,Toys & Games,Standard,45.55,2.5,1040,4,15.8,1.05,1.1,45.8
ORD-11285,Health & Beauty,Express,79.18,0.4,206,5,5.4,0.71,1.69,9.5
ORD-11286,Electronics,Standard,459.09,4.7,168,6,9.5,1.12,1.18,15.1
ORD-11287,Sports & Outdoors,Standard,139.72,1.2,257,1,12.4,0.78,1.77,21.3
ORD-11288,Home & Kitchen,Express,269.79,6.9,419,2,2.9,1.19,1.26,13.4
ORD-11289,Office Supplies,Standard,25.1,3.3,435,3,6.1,0.85,1.85,23.2
ORD-11290,Books,Same Day,36.47,1.2,39,4,2.5,1.26,1.34,4.7
ORD-11291,Apparel,Economy,146.76,0.3,596,5,22.8,0.92,1.93,65.1
ORD-11292,Toys & Games,Standard,121.39,3.7,702,6,14.8,1.33,1.42,47.9
ORD-11293,Health & Beauty,Express,42.22,0.6,154,1,4.2,0.99,0.91,6.5
ORD-11294,Electronics,Economy,485.65,6.3,905,2,17.8,1.4,1.5,93.8
ORD-11295,Sports & Outdoors,Standard,83.24,6.4,969,3,11.4,1.06,0.99,36.8
ORD-11296,Home & Kitchen,Express,117.67,3.3,367,4,1.7,0.72,1.58,8.7
ORD-11297,Office Supplies,Economy,87.42,3.3,1214,5,12.8,1.13,1.07,71.5
ORD-11298,Books,Standard,58.83,1.6,186,6,8.0,0.79,1.66,14.1
ORD-11299,Apparel,Express,130.0,0.3,580,1,3.3,1.2,1.15,16.6
ORD-11300,Toys & Games,Standard,87.23,1.4,364,2,13.8,0.86,1.74,27.4
ORD-11301,Health & Beauty,Standard,100.26,0.8,453,3,4.6,1.27,1.23,22.3
ORD-11302,Electronics,Express,511.21,1.9,173,4,4.9,0.93,1.82,9.8
ORD-11303,Sports & Outdoors,Standard,267.76,2.6,631,5,10.4,1.34,1.31,38.1
ORD-11304,Home & Kitchen,Standard,285.55,10.7,720,6,13.3,1.0,1.9,47.5
ORD-11305,Office Supplies,Express,64.74,3.3,386,1,2.4,1.41,1.39,15.0
ORD-11306,Books,Standard,15.19,2.0,898,2,7.0,1.07,0.88,28.1
ORD-11307,Apparel,Standard,114.24,0.3,987,3,9.9,0.73,1.47,36.4
ORD-11308,Toys & Games,Express,53.07,2.6,599,4,4.0,1.14,0.96,14.9
ORD-11309,Health & Beauty,Standard,63.3,1.0,115,5,15.7,0.8,1.55,19.3
ORD-11310,Electronics,Same Day,537.77,3.5,11,6,1.1,1.21,1.04,1.6
ORD-11311,Sports & Outdoors,Economy,211.28,7.8,1356,1,16.3,0.87,1.63,93.2
ORD-11312,Home & Kitchen,Standard,133.43,7.1,382,2,12.3,1.28,1.12,26.0
ORD-11313,Office Supplies,Express,41.06,3.3,334,3,5.3,0.94,1.71,14.2
ORD-11314,Books,Economy,37.55,2.4,365,4,11.3,1.35,1.2,35.0
ORD-11315,Apparel,Standard,98.48,0.3,649,5,8.9,1.01,1.79,38.2
ORD-11316,Toys & Games,Express,129.91,3.8,547,6,2.8,1.42,1.28,19.4
ORD-11317,Health & Beauty,Economy,26.34,1.2,674,1,22.4,1.08,1.87,76.8
ORD-11318,Electronics,Standard,563.33,5.1,916,2,5.5,0.74,1.36,28.5
ORD-11319,Sports & Outdoors,Express,155.8,4.0,140,3,4.4,1.15,0.85,6.7
ORD-11320,Home & Kitchen,Standard,301.31,3.5,1094,4,11.3,0.81,1.44,43.2
ORD-11321,Office Supplies,Standard,18.38,3.3,133,5,14.2,1.22,0.93,18.0
ORD-11322,Books,Express,59.91,2.8,353,6,1.9,0.88,1.52,9.8
ORD-11323,Apparel,Standard,82.72,0.3,311,1,7.9,1.29,1.01,18.0
ORD-11324,Toys & Games,Standard,95.75,1.5,400,2,10.8,0.95,1.6,26.0
ORD-11325,Health & Beauty,Express,84.38,1.4,566,3,3.5,1.36,1.09,17.5
ORD-11326,Electronics,Standard,589.89,6.7,578,4,4.5,1.02,1.68,29.3
ORD-11327,Sports & Outdoors,Standard,99.32,9.2,667,5,7.4,1.43,1.17,35.3
ORD-11328,Home & Kitchen,Express,149.19,10.9,159,6,5.1,1.09,1.76,10.2
ORD-11329,Office Supplies,Standard,80.7,3.3,845,1,13.2,0.75,1.25,33.0
ORD-11330,Books,Same Day,16.27,0.7,31,2,1.5,1.16,1.84,3.7
ORD-11331,Apparel,Economy,66.96,0.3,816,3,9.8,0.82,1.33,45.4
ORD-11332,Toys & Games,Standard,61.59,2.7,1112,4,9.8,1.23,1.92,75.5
ORD-11333,Health & Beauty,Express,47.42,1.6,514,5,2.3,0.89,1.41,13.1
ORD-11334,Electronics,Economy,615.45,2.3,1125,6,20.9,1.3,0.9,73.6
ORD-11335,Sports & Outdoors,Standard,43.84,5.4,329,1,6.4,0.96,1.49,18.2
ORD-11336,Home & Kitchen,Express,317.07,7.3,107,2,3.9,1.37,0.98,6.3
ORD-11337,Office Supplies,Economy,57.02,3.3,134,3,15.9,1.03,1.57,24.6
ORD-11338,Books,Standard,38.63,1.1,596,4,15.1,1.44,1.06,37.8
ORD-11339,Apparel,Express,50.2,0.3,320,5,5.5,1.1,1.65,15.2
ORD-11340,Toys & Games,Standard,27.43,3.9,774,6,8.8,0.76,1.14,25.6
ORD-11341,Health & Beauty,Standard,105.46,1.8,863,1,11.7,1.17,1.73,55.4
ORD-11342,Electronics,Express,641.01,3.9,533,2,3.0,0.83,1.22,12.0
ORD-11343,Sports & Outdoors,Standard,227.36,1.6,1041,3,5.4,1.24,1.81,63.8
ORD-11344,Home & Kitchen,Standard,165.95,3.7,80,4,8.3,0.9,1.3,10.6
ORD-11345,Office Supplies,Express,34.34,3.3,126,5,4.6,1.31,1.89,9.8
ORD-11346,Books,Standard,60.99,1.5,258,6,14.1,0.97,1.38,22.7
ORD-11347,Apparel,Standard,34.44,0.3,347,1,4.9,1.38,0.87,15.3
ORD-11348,Toys & Games,Express,103.27,1.6,339,2,2.1,1.04,1.46,10.7
ORD-11349,Health & Beauty,Standard,68.5,0.2,525,3,10.7,0.7,0.95,19.4
ORD-11350,Electronics,Same Day,667.57,5.5,51,4,1.9,1.11,1.54,4.8
ORD-11351,Sports & Outdoors,Economy,171.88,6.8,276,5,19.4,0.77,1.03,28.2
ORD-11352,Home & Kitchen,Standard,333.83,11.1,792,6,7.3,1.18,1.62,45.1
ORD-11353,Office Supplies,Express,96.66,3.3,74,1,3.4,0.84,1.11,4.5
ORD-11354,Books,Economy,17.35,1.9,585,2,14.4,1.25,1.7,64.1
ORD-11355,Apparel,Standard,198.68,0.3,1059,3,16.0,0.91,1.19,44.7
ORD-11356,Toys & Games,Express,69.11,2.8,287,4,5.0,1.32,1.78,16.2
ORD-11357,Health & Beauty,Economy,31.54,0.4,894,5,9.4,0.98,1.27,53.9
ORD-11358,Electronics,Standard,693.13,1.1,276,6,12.6,1.39,1.86,30.4
ORD-11359,Sports & Outdoors,Express,115.4,3.0,500,1,2.5,1.05,1.35,14.3
ORD-11360,Home & Kitchen,Standard,181.71,7.5,454,2,6.3,0.71,1.94,21.9
ORD-11361,Office Supplies,Standard,73.98,3.3,543,3,9.2,1.12,1.43,30.9
ORD-11362,Books,Express,39.71,2.3,93,4,4.1,0.78,0.92,5.2
ORD-11363,Apparel,Standard,182.92,0.3,721,5,15.0,1.19,1.51,47.4
ORD-11364,Toys & Games,Standard,35.95,0.5,810,6,5.8,0.85,1.0,23.0
ORD-11365,Health & Beauty,Express,89.58,0.6,306,1,1.6,1.26,1.59,11.8
ORD-11366,Electronics,Standard,719.69,2.7,988,2,11.6,0.92,1.08,36.1
ORD-11367,Sports & Outdoors,Standard,59.92,8.2,1077,3,14.5,1.33,1.67,74.3
ORD-11368,Home & Kitchen,Express,349.59,3.9,519,4,3.2,0.99,1.16,13.1
ORD-11369,Office Supplies,Standard,50.3,3.3,205,5,8.2,1.4,1.75,20.8
ORD-11370,Books,Same Day,61.07,2.7,23,6,2.3,1.06,1.24,3.3
ORD-11371,Apparel,Economy,166.16,0.3,1036,1,12.9,0.72,1.83,67.5
ORD-11372,Toys & Games,Standard,111.79,1.7,472,2,4.8,1.13,1.32,22.4
ORD-11373,Health & Beauty,Express,52.62,0.8,254,3,4.5,0.79,1.91,10.9
ORD-11374,Electronics,Economy,745.25,4.3,1345,4,24.0,1.2,1.4,114.4
ORD-11375,Sports & Outdoors,Standard,243.44,4.4,739,5,13.5,0.86,0.89,27.6
ORD-11376,Home & Kitchen,Express,197.47,11.3,467,6,2.0,1.27,1.48,16.6
ORD-11377,Office Supplies,Economy,27.62,3.3,354,1,19.0,0.93,0.97,31.8
ORD-11378,Books,Standard,18.43,0.6,1006,2,10.1,1.34,1.56,62.7
ORD-11379,Apparel,Express,150.4,0.3,60,3,3.6,1.0,1.05,4.7
ORD-11380,Toys & Games,Standard,77.63,2.9,134,4,15.9,1.41,1.64,23.6
ORD-11381,Health & Beauty,Standard,110.66,1.0,223,5,6.7,1.07,1.13,13.4
ORD-11382,Electronics,Express,771.81,5.9,273,6,5.2,0.73,1.72,10.9
ORD-11383,Sports & Outdoors,Standard,187.96,9.6,401,1,12.5,1.14,1.21,26.3
ORD-11384,Home & Kitchen,Standard,45.35,7.7,490,2,15.4,0.8,1.8,33.0
ORD-11385,Office Supplies,Express,89.94,3.3,486,3,2.7,1.21,1.29,15.3
ORD-11386,Books,Standard,40.79,1.0,668,4,9.1,0.87,1.88,36.4
ORD-11387,Apparel,Standard,134.64,0.3,757,5,12.0,1.28,1.37,45.2
ORD-11388,Toys & Games,Express,43.47,0.6,79,6,4.3,0.94,0.86,5.4
ORD-11389,Health & Beauty,Standard,73.7,1.2,935,1,5.7,1.35,1.45,51.5
ORD-11390,Electronics,Same Day,797.37,1.5,43,2,0.9,1.01,0.94,2.3
ORD-11391,Sports & Outdoors,Economy,131.48,5.8,496,3,22.5,1.42,1.53,65.6
ORD-11392,Home & Kitchen,Standard,213.23,4.1,152,4,14.4,1.08,1.02,18.6
ORD-11393,Office Supplies,Express,66.26,3.3,434,5,1.5,0.74,1.61,10.1
ORD-11394,Books,Economy,62.15,1.4,805,6,17.5,1.15,1.1,58.2
ORD-11395,Apparel,Standard,118.88,0.3,419,1,11.0,0.81,1.69,25.3
ORD-11396,Toys & Games,Express,119.31,1.8,647,2,3.1,1.22,1.18,18.6
ORD-11397,Health & Beauty,Economy,36.74,1.4,1114,3,12.5,0.88,1.77,81.9
ORD-11398,Electronics,Standard,823.93,3.1,686,4,7.6,1.29,1.26,35.5
ORD-11399,Sports & Outdoors,Express,75.0,2.0,240,5,4.7,0.95,1.85,11.7
ORD-11400,Home & Kitchen,Standard,61.11,11.5,864,6,13.4,1.36,1.34,52.8
ORD-11401,Office Supplies,Standard,43.58,3.3,953,1,4.2,1.02,1.93,51.1
ORD-11402,Books,Express,19.51,1.8,453,2,2.2,1.43,1.42,17.5
ORD-11403,Apparel,Standard,102.12,0.3,81,3,10.0,1.09,0.91,12.0
ORD-11404,Toys & Games,Standard,85.15,3.0,170,4,12.9,0.75,1.5,17.7
ORD-11405,Health & Beauty,Express,94.78,1.6,46,5,3.8,1.16,0.99,4.7
ORD-11406,Electronics,Standard,849.49,4.7,348,6,6.6,0.82,1.58,17.9
ORD-11407,Sports & Outdoors,Standard,259.52,7.2,437,1,9.5,1.23,1.07,23.9
ORD-11408,Home & Kitchen,Express,229.99,7.9,259,2,5.4,0.89,1.66,11.8
ORD-11409,Office Supplies,Standard,20.9,3.3,615,3,15.3,1.3,1.15,38.3
ORD-11410,Books,Same Day,41.87,2.2,15,4,1.3,0.96,1.74,2.1
ORD-11411,Apparel,Economy,86.36,0.3,1256,5,16.0,1.37,1.23,100.7
ORD-11412,Toys & Games,Standard,51.99,0.7,882,6,11.9,1.03,1.82,53.2
ORD-11413,Health & Beauty,Express,57.82,1.8,614,1,2.6,1.44,1.31,21.9
ORD-11414,Electronics,Economy,125.05,6.3,265,2,11.0,1.1,1.9,33.2
ORD-11415,Sports & Outdoors,Standard,203.04,3.4,99,3,8.5,0.76,1.39,11.1
ORD-11416,Home & Kitchen,Express,77.87,4.3,207,4,4.2,1.17,0.88,7.8
ORD-11417,Office Supplies,Economy,82.22,3.3,574,5,22.1,0.83,1.47,50.1
ORD-11418,Books,Standard,63.23,2.6,366,6,5.1,1.24,0.96,16.0
ORD-11419,Apparel,Express,70.6,0.3,420,1,1.7,0.9,1.55,11.5
ORD-11420,Toys & Games,Standard,127.83,1.9,544,2,10.9,1.31,1.04,29.4
ORD-11421,Health & Beauty,Standard,20.86,0.2,633,3,13.8,0.97,1.63,38.8
ORD-11422,Electronics,Express,151.61,1.9,633,4,3.3,1.38,1.12,19.6
ORD-11423,Sports & Outdoors,Standard,147.56,8.6,811,5,7.5,1.04,1.71,43.6
ORD-11424,Home & Kitchen,Standard,245.75,11.7,900,6,10.4,0.7,1.2,29.3
ORD-11425,Office Supplies,Express,59.54,3.3,226,1,4.9,1.11,1.79,12.4
ORD-11426,Books,Standard,20.59,0.5,1078,2,4.1,0.77,1.28,30.7
ORD-11427,Apparel,Standard,54.84,0.3,117,3,7.0,1.18,1.87,13.5
ORD-11428,Toys & Games,Express,93.67,3.1,439,4,2.4,0.84,1.36,10.8
ORD-11429,Health & Beauty,Standard,78.9,0.4,295,5,12.8,1.25,0.85,20.6
ORD-11430,Electronics,Same Day,177.17,3.5,35,6,1.7,0.91,1.44,3.2
ORD-11431,Sports & Outdoors,Economy,91.08,4.8,716,1,9.5,1.32,0.93,44.7
ORD-11432,Home & Kitchen,Standard,93.63,8.1,562,2,9.4,0.98,1.52,30.3
ORD-11433,Office Supplies,Express,36.86,3.3,174,3,3.7,1.39,1.01,7.8
ORD-11434,Books,Economy,42.95,0.9,1025,4,20.6,1.05,1.6,89.5
ORD-11435,Apparel,Standard,38.08,0.3,829,5,6.0,0.71,1.09,22.0
ORD-11436,Toys & Games,Express,59.51,0.8,387,6,5.3,1.12,1.68,17.4
ORD-11437,Health & Beauty,Economy,41.94,0.6,1334,1,15.6,0.78,1.17,64.3
ORD-11438,Electronics,Standard,203.73,5.1,1096,2,14.7,1.19,1.76,72.1
ORD-11439,Sports & Outdoors,Express,35.6,1.0,600,3,2.8,0.85,1.25,13.4
ORD-11440,Home & Kitchen,Standard,261.51,4.5,224,4,8.4,1.26,1.84,21.4
ORD-11441,Office Supplies,Standard,98.18,3.3,313,5,11.3,0.92,1.33,20.9
ORD-11442,Books,Express,64.31,1.3,193,6,4.4,1.33,1.92,12.6
ORD-11443,Apparel,Standard,202.32,0.3,491,1,5.0,0.99,1.41,22.1
ORD-11444,Toys & Games,Standard,25.35,2.0,580,2,7.9,1.4,0.9,26.2
ORD-11445,Health & Beauty,Express,99.98,0.8,406,3,1.9,1.06,1.49,12.6
ORD-11446,Electronics,Standard,229.29,6.7,758,4,13.7,0.72,0.98,27.1
ORD-11447,Sports & Outdoors,Standard,219.12,6.2,847,5,4.5,1.13,1.57,42.1
ORD-11448,Home & Kitchen,Express,109.39,11.9,619,6,3.5,0.79,1.06,12.1
ORD-11449,Office Supplies,Standard,75.5,3.3,1025,1,10.3,1.2,1.65,61.0
ORD-11450,Books,Same Day,21.67,1.7,55,2,2.1,0.86,1.14,3.9
ORD-11451,Apparel,Economy,186.56,0.3,176,3,19.1,1.27,1.73,34.6
ORD-11452,Toys & Games,Standard,101.19,3.2,242,4,6.9,0.93,1.22,13.8
ORD-11453,Health & Beauty,Express,62.02,1.0,354,5,4.8,1.34,1.81,19.1
ORD-11454,Electronics,Economy,255.85,2.3,485,6,14.1,1.0,1.3,39.3
ORD-11455,Sports & Outdoors,Standard,163.64,2.4,509,1,15.6,1.41,1.89,49.5
ORD-11456,Home & Kitchen,Express,277.27,8.3,567,2,2.3,1.07,1.38,16.3
ORD-11457,Office Supplies,Economy,52.82,3.3,794,3,9.1,0.73,0.87,29.3
ORD-11458,Books,Standard,43.03,2.1,776,4,12.2,1.14,1.46,44.5
ORD-11459,Apparel,Express,170.8,0.3,160,5,3.9,0.8,0.95,5.9
ORD-11460,Toys & Games,Standard,67.03,0.9,954,6,5.9,1.21,1.54,50.3
ORD-11461,Health & Beauty,Standard,25.06,1.2,1043,1,8.8,0.87,1.03,32.2
ORD-11462,Electronics,Express,281.41,3.9,373,2,5.5,1.28,1.62,18.4
ORD-11463,Sports & Outdoors,Standard,107.16,7.6,171,3,14.6,0.94,1.11,19.1
ORD-11464,Home & Kitchen,Standard,125.15,4.7,260,4,5.4,1.35,1.7,20.3
ORD-11465,Office Supplies,Express,29.14,3.3,586,5,3.0,1.01,1.19,14.7
ORD-11466,Books,Standard,65.39,2.5,438,6,11.2,1.42,1.78,38.9
ORD-11467,Apparel,Standard,154.04,0.3,527,1,14.1,1.08,1.27,32.2
ORD-11468,Toys & Games,Express,33.87,2.1,179,2,4.6,0.74,1.86,8.7
ORD-11469,Health & Beauty,Standard,83.1,1.4,705,3,7.8,1.15,1.35,35.2
ORD-11470,Electronics,Same Day,307.97,5.5,27,4,2.5,0.81,1.94,3.9
ORD-11471,Sports & Outdoors,Economy,51.68,3.8,936,5,12.6,1.22,1.43,77.9
ORD-11472,Home & Kitchen,Standard,293.03,12.1,972,6,4.4,0.88,0.92,24.1
ORD-11473,Office Supplies,Express,91.46,3.3,534,1,1.8,1.29,1.51,19.1
ORD-11474,Books,Economy,22.75,0.4,1245,2,23.7,0.95,1.0,71.0
ORD-11475,Apparel,Standard,138.28,0.3,189,3,13.1,1.36,1.59,23.3
ORD-11476,Toys & Games,Express,109.71,3.3,127,4,3.4,1.02,1.08,5.7
ORD-11477,Health & Beauty,Economy,46.14,1.6,254,5,18.7,1.43,1.67,43.0
ORD-11478,Electronics,Standard,333.53,1.1,456,6,9.7,1.09,1.16,24.1
ORD-11479,Sports & Outdoors,Express,235.2,9.0,340,1,5.0,0.75,1.75,12.4
ORD-11480,Home & Kitchen,Standard,141.91,8.5,634,2,15.5,1.16,1.24,38.3
ORD-11481,Office Supplies,Standard,68.78,3.3,723,3,6.3,0.82,1.83,33.4
ORD-11482,Books,Express,44.11,0.8,553,4,2.5,1.23,1.32,17.5
ORD-11483,Apparel,Standard,122.52,0.3,901,5,12.1,0.89,1.91,50.4
ORD-11484,Toys & Games,Standard,75.55,1.0,990,6,15.0,1.3,1.4,60.0
ORD-11485,Health & Beauty,Express,104.18,1.8,146,1,4.1,0.96,0.89,6.2
ORD-11486,Electronics,Standard,359.09,2.7,118,2,8.7,1.37,1.48,14.7
ORD-11487,Sports & Outdoors,Standard,179.72,5.2,207,3,11.6,1.03,0.97,16.8
ORD-11488,Home & Kitchen,Express,309.79,4.9,359,4,1.6,1.44,1.56,15.0
ORD-11489,Office Supplies,Standard,45.1,3.3,385,5,5.3,1.1,1.05,16.4
ORD-11490,Books,Same Day,66.47,1.2,47,6,1.1,0.76,1.64,3.1
ORD-11491,Apparel,Economy,106.76,0.3,396,1,22.2,1.17,1.13,43.1
ORD-11492,Toys & Games,Standard,41.39,2.2,652,2,14.0,0.83,1.72,37.3
ORD-11493,Health & Beauty,Express,67.22,0.2,94,3,2.9,1.24,1.21,5.3
ORD-11494,Electronics,Economy,385.65,4.3,705,4,17.2,0.9,1.8,62.9
ORD-11495,Sports & Outdoors,Standard,123.24,1.4,919,5,10.6,1.31,1.29,49.4
ORD-11496,Home & Kitchen,Express,157.67,1.3,307,6,4.5,0.97,1.88,13.8
ORD-11497,Office Supplies,Economy,22.42,3.3,1014,1,12.2,1.38,1.37,88.9
ORD-11498,Books,Standard,23.83,1.6,136,2,7.2,1.04,0.86,10.2
ORD-11499,Apparel,Express,90.0,0.3,520,3,2.0,0.7,1.45,10.8
ORD-11500,Toys & Games,Standard,117.23,3.4,314,4,13.0,1.11,0.94,21.2
ORD-11501,Health & Beauty,Standard,30.26,0.4,403,5,15.9,0.77,1.53,27.8
ORD-11502,Electronics,Express,411.21,5.9,113,6,3.6,1.18,1.02,5.9
ORD-11503,Sports & Outdoors,Standard,67.76,6.6,581,1,9.6,0.84,1.61,29.2
ORD-11504,Home & Kitchen,Standard,325.55,8.7,670,2,12.5,1.25,1.1,35.5
ORD-11505,Office Supplies,Express,84.74,3.3,326,3,5.2,0.91,1.69,13.6
ORD-11506,Books,Standard,45.19,2.0,848,4,6.2,1.32,1.18,39.2
ORD-11507,Apparel,Standard,74.24,0.3,937,5,9.1,0.98,1.77,49.7
ORD-11508,Toys & Games,Express,83.07,1.1,539,6,2.7,1.39,1.26,18.4
ORD-11509,Health & Beauty,Standard,88.3,0.6,1115,1,14.9,1.05,1.85,69.0
ORD-11510,Electronics,Same Day,437.77,1.5,19,2,1.5,0.71,1.34,2.1
ORD-11511,Sports & Outdoors,Economy,251.28,2.8,1156,3,15.7,1.12,1.93,115.7
ORD-11512,Home & Kitchen,Standard,173.43,5.1,332,4,11.5,0.78,1.42,20.7
ORD-11513,Office Supplies,Express,61.06,3.3,274,5,4.0,1.19,0.91,8.9
ORD-11514,Books,Economy,67.55,2.4,165,6,10.7,0.85,1.5,19.1
ORD-11515,Apparel,Standard,58.48,0.3,599,1,8.1,1.26,0.99,26.8
ORD-11516,Toys & Games,Express,49.91,2.3,487,2,1.5,0.92,1.58,13.3
ORD-11517,Health & Beauty,Economy,51.34,0.8,474,3,21.8,1.33,1.07,48.8
ORD-11518,Electronics,Standard,463.33,3.1,866,4,4.7,0.99,1.66,40.3
